Bakerhill Alabama|7125060.0
"City of Santa Clarita|Santa Clarita California"|146394000.0
City of Littleton Colorado|34964800.0
Dripping Springs Texas|8546960.0
FanipolФаніпаль / Фаниполь|4750000.0
"Weinan|渭南市"|13134000000.0
Cusseta Alabama|6783180.0
Eupora Mississippi|8546960.0
Logansport Indiana|22662400.0
Black River Falls Wisconsin|10619000.0
Calvert City Kentucky|36000800.0
Amsterdam|166000000.0
Ames|62703600.0
Astoria Oregon|15954300.0
Albion Michigan|11421800.0
Aberdeen South Dakota|40144800.0
City of Alameda|27482400.0
"Buffalo New York|City of Buffalo"|105154000.0
Cambridge Massachusetts|16653600.0
"City of Columbus|Columbus Ohio"|562468000.0
"City of Cleveland|Cleveland"|201242000.0
City of Colorado Springs|502717000.0
"Autonomous City of Ceuta|Ceuta"|18500000.0
Chicago|588445000.0
"Carson City Nevada|Consolidated Municipality of Carson City"|404038000.0
City of Dayton|144133000.0
"City and County of Denver|Denver"|397045000.0
Davenport Iowa|163040000.0
"City of Detroit|Detroit"|359361000.0
Eindhoven|87750000.0
City of Eugene|113234000.0
City of Gary|129163000.0
"City of Houston|Houston"|1552930000.0
"City of Hamilton|Hamilton"|1117110000.0
Hamar|338000000.0
Ithaca|14244900.0
"City of Jackson|Jackson Mississippi"|271690000.0
"City of Lansing|Lansing Michigan"|93369100.0
Marquette Michigan|29500000.0
Mobile|305360000.0
"Nagasaki|長崎|長崎市 · Nagasaki City"|241200000.0
"Metropolitan Government of|Nashville and Davidson County|Nashville Tennessee"|1305350000.0
"City of Portland|Portland Oregon"|345582000.0
Rotterdam|206000000.0
City of Roswell|74850700.0
Reno Nevada|266800000.0
"City of St. Louis|St. Louis"|160320000.0
"City of Santa Monica|Santa Monica California"|21794700.0
"City of San Diego|San Diego California"|842233000.0
The Hague|82660000.0
Toledo|232100000.0
Tartu|37813800.0
"City of Windsor|Windsor"|146910000.0
Waterloo|158999000.0
City of Warren|89043800.0
Lewiston Idaho|44625500.0
"Boise Idaho|City of Boise"|205541000.0
"City of London|London"|420570000.0
City of Monterey|21926800.0
"75px|City of Saint Paul|Saint Paul Minnesota"|134628000.0
Beaverton Oregon|48510500.0
"City of Rockville|Rockville Maryland"|34990700.0
City of Portland|55192600.0
City of Boca Raton|70447700.0
"Queens|Queens County"|282930000.0
"Leeuwarden|Ljouwert"|79740000.0
"City of Las Vegas|Las Vegas"|351720000.0
Tigard Oregon|30587800.0
Corvallis Oregon|36596500.0
"City and County of San Francisco|San Francisco"|121393000.0
