id,key,value,type
6142989,name,Bear Lake Road,regular
6142989,cfcc,A41,tiger
6142989,county,"Larimer, CO",tiger
6142989,reviewed,no,tiger
6142989,zip_left,80517,tiger
6142989,name_base,Bear Lake,tiger
6142989,name_type,Rd,tiger
6142989,zip_right,80517,tiger
6142989,highway,service,demolished
6151708,access,private,regular
6151708,highway,service,regular
6151708,service,driveway,regular
6151708,cfcc,A74,tiger
6151708,county,"Larimer, CO",tiger
6151708,reviewed,no,tiger
6159906,highway,residential,regular
6159906,cfcc,A41,tiger
6159906,tlid,188531780,tiger
6159906,county,"Larimer, CO",tiger
6159906,source,tiger_import_dch_v0.6_20070809,tiger
6159906,reviewed,no,tiger
6159906,separated,no,tiger
6159906,upload_uuid,bulk_upload.pl-0554da2f-59d0-472e-a0eb-76347c27d95c,tiger
6164454,name,Estate Drive,regular
6164454,highway,residential,regular
6164454,cfcc,A41,tiger
6164454,tlid,188588288:188588289:188588290,tiger
6164454,county,"Larimer, CO",tiger
6164454,source,tiger_import_dch_v0.6_20070809,tiger
6164454,reviewed,no,tiger
6164454,zip_left,80513,tiger
6164454,name_base,Estate,tiger
6164454,name_type,Dr,tiger
6164454,separated,no,tiger
6164454,zip_right,80513,tiger
6166859,name,Steamboat Valley Road,regular
6166859,highway,residential,regular
6166859,cfcc,A41,tiger
6166859,tlid,188613778:188613779:188576425,tiger
6166859,county,"Larimer, CO",tiger
6166859,source,tiger_import_dch_v0.6_20070809,tiger
6166859,reviewed,no,tiger
6166859,name_base,Steamboat Valley,tiger
6166859,name_type,Rd,tiger
6166859,separated,no,tiger
6169628,name,Stirrup Hill Court,regular
6169628,highway,residential,regular
6169628,cfcc,A41,tiger
6169628,tlid,188530636,tiger
6169628,county,"Larimer, CO",tiger
6169628,source,tiger_import_dch_v0.6_20070809,tiger
6169628,reviewed,no,tiger
6169628,name_base,Stirrup Hill,tiger
6169628,name_type,Ct,tiger
6169628,separated,no,tiger
6172366,name,Dove Lane,regular
6172366,highway,residential,regular
6172366,cfcc,A41,tiger
6172366,county,"Larimer, CO",tiger
6172366,reviewed,no,tiger
6172366,zip_left,80513,tiger
6172366,name_base,Dove,tiger
6172366,name_type,Ln,tiger
6172366,zip_right,80513,tiger
6175683,name,Longs Peak Road,regular
6175683,highway,residential,regular
6175683,cfcc,A41,tiger
6175683,tlid,188586852:188620397,tiger
6175683,county,"Larimer, CO",tiger
6175683,source,tiger_import_dch_v0.6_20070809,tiger
6175683,reviewed,no,tiger
6175683,zip_left,80517,tiger
6175683,name_base,Longs Peak,tiger
6175683,name_type,Rd,tiger
6175683,separated,no,tiger
6175683,zip_right,80517,tiger
7672801,highway,residential,regular
7672801,cfcc,A41,tiger
7672801,tlid,188708735,tiger
7672801,county,"Weld, CO",tiger
7672801,source,tiger_import_dch_v0.6_20070809,tiger
7672801,reviewed,no,tiger
7672801,separated,no,tiger
7672801,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7673425,highway,residential,regular
7673425,cfcc,A41,tiger
7673425,tlid,188729913,tiger
7673425,county,"Weld, CO",tiger
7673425,source,tiger_import_dch_v0.6_20070809,tiger
7673425,reviewed,no,tiger
7673425,separated,no,tiger
7673425,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7674171,highway,residential,regular
7674171,cfcc,A41,tiger
7674171,county,"Weld, CO",tiger
7674171,reviewed,no,tiger
7674894,access,private,regular
7674894,highway,service,regular
7674894,cfcc,A74,tiger
7674894,county,"Weld, CO",tiger
7674894,reviewed,no,tiger
7675513,highway,residential,regular
7675513,cfcc,A41,tiger
7675513,tlid,188704814:188704820,tiger
7675513,county,"Weld, CO",tiger
7675513,source,tiger_import_dch_v0.6_20070809,tiger
7675513,reviewed,no,tiger
7675513,separated,no,tiger
7675513,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7675981,highway,residential,regular
7675981,cfcc,A41,tiger
7675981,tlid,188744139,tiger
7675981,county,"Weld, CO",tiger
7675981,source,tiger_import_dch_v0.6_20070809,tiger
7675981,reviewed,no,tiger
7675981,separated,no,tiger
7675981,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7676450,access,private,regular
7676450,highway,service,regular
7676450,cfcc,A74,tiger
7676450,tlid,188708174,tiger
7676450,county,"Weld, CO",tiger
7676450,source,tiger_import_dch_v0.6_20070809,tiger
7676450,reviewed,no,tiger
7676450,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7677002,highway,residential,regular
7677002,cfcc,A41,tiger
7677002,tlid,188729048,tiger
7677002,county,"Weld, CO",tiger
7677002,source,tiger_import_dch_v0.6_20070809,tiger
7677002,reviewed,no,tiger
7677002,separated,no,tiger
7677002,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7677510,name,Autumn Street,regular
7677510,highway,residential,regular
7677510,cfcc,A41,tiger
7677510,county,"Weld, CO",tiger
7677510,reviewed,no,tiger
7678077,highway,residential,regular
7678077,cfcc,A41,tiger
7678077,tlid,188742309,tiger
7678077,county,"Weld, CO",tiger
7678077,source,tiger_import_dch_v0.6_20070809,tiger
7678077,reviewed,no,tiger
7678077,separated,no,tiger
7678077,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7678565,access,private,regular
7678565,highway,service,regular
7678565,cfcc,A74,tiger
7678565,tlid,188748796:188748797,tiger
7678565,county,"Weld, CO",tiger
7678565,source,tiger_import_dch_v0.6_20070809,tiger
7678565,reviewed,no,tiger
7678565,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7678909,highway,residential,regular
7678909,cfcc,A41,tiger
7678909,tlid,188742506,tiger
7678909,county,"Weld, CO",tiger
7678909,source,tiger_import_dch_v0.6_20070809,tiger
7678909,reviewed,no,tiger
7678909,separated,no,tiger
7678909,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7679446,highway,residential,regular
7679446,cfcc,A41,tiger
7679446,tlid,188711742:188711743,tiger
7679446,county,"Weld, CO",tiger
7679446,source,tiger_import_dch_v0.6_20070809,tiger
7679446,reviewed,no,tiger
7679446,separated,no,tiger
7679446,upload_uuid,bulk_upload.pl-43c5bf8c-fdce-4ece-96a3-67fb66cd786d,tiger
7680192,name,North Creek Circle,regular
7680192,highway,residential,regular
7680192,cfcc,A41,tiger
7680192,tlid,188707066,tiger
7680192,county,"Weld, CO",tiger
7680192,source,tiger_import_dch_v0.6_20070809,tiger
7680192,reviewed,no,tiger
7680192,name_base,North Creek,tiger
7680192,name_type,Cir,tiger
7680192,separated,no,tiger
7681384,name,County Road 9 1/2,regular
7681384,highway,residential,regular
7681384,cfcc,A41,tiger
7681384,county,"Weld, CO",tiger
7681384,reviewed,no,tiger
7681384,zip_left,80504,tiger
7681384,name_base,County Road 9 1/2,tiger
7681384,zip_right,80504,tiger
7682204,name,Singletree Court,regular
7682204,highway,residential,regular
7682204,cfcc,A41,tiger
7682204,tlid,188744846,tiger
7682204,county,"Weld, CO",tiger
7682204,source,tiger_import_dch_v0.6_20070809,tiger
7682204,reviewed,no,tiger
7682204,name_base,Singletree,tiger
7682204,name_type,Ct,tiger
7682204,separated,no,tiger
7683364,name,Miller Street,regular
7683364,oneway,no,regular
7683364,highway,residential,regular
7683364,surface,asphalt,regular
7683364,city,Keenesburg,addr
7683364,state,CO,addr
7683364,city,Keenesburg,is_in
7683364,cfcc,A41,tiger
7683364,state,Colorado,is_in
7683364,county,"Weld, CO",tiger
7683364,reviewed,no,tiger
7683364,zip_left,80643,tiger
7683364,name_base,Miller,tiger
7683364,name_type,St,tiger
7683364,zip_right,80643,tiger
7683364,state_code,CO,is_in
7684336,name,Fairbanks Drive South,regular
7684336,highway,residential,regular
7684336,cfcc,A41,tiger
7684336,county,"Weld, CO",tiger
7684336,reviewed,no,tiger
7684336,name_base,Fairbanks,tiger
7684336,name_type,Dr,tiger
7684336,name_direction_suffix,S,tiger
7685111,name,Cook Court,regular
7685111,oneway,no,regular
7685111,highway,residential,regular
7685111,surface,asphalt,regular
7685111,cfcc,A41,tiger
7685111,county,"Weld, CO",tiger
7685111,reviewed,no,tiger
7685111,zip_left,80642,tiger
7685111,name_base,Cook,tiger
7685111,name_type,Ct,tiger
7685111,zip_right,80642,tiger
7686222,name,Hawthorn Street,regular
7686222,name_1,North Hawthorn Street,regular
7686222,highway,residential,regular
7686222,cfcc,A41,tiger
7686222,tlid,188734810,tiger
7686222,county,"Weld, CO",tiger
7686222,source,tiger_import_dch_v0.6_20070809,tiger
7686222,reviewed,no,tiger
7686222,zip_left,80530,tiger
7686222,name_base,Hawthorn,tiger
7686222,name_type,St,tiger
7686222,separated,no,tiger
7686222,zip_right,80530,tiger
7686222,name_base_1,Hawthorn,tiger
7686222,name_type_1,St,tiger
7686222,name_direction_prefix_1,N,tiger
7687113,name,Crane Street,regular
7687113,highway,residential,regular
7687113,cfcc,A41,tiger
7687113,county,"Weld, CO",tiger
7687113,reviewed,no,tiger
7687113,name_base,Crane,tiger
7687113,name_type,St,tiger
7688247,name,North 5th Avenue,regular
7688247,highway,residential,regular
7688247,cfcc,A41,tiger
7688247,tlid,188716083:188745679:188745680,tiger
7688247,county,"Weld, CO",tiger
7688247,source,tiger_import_dch_v0.6_20070809,tiger
7688247,reviewed,no,tiger
7688247,zip_left,80603,tiger
7688247,name_base,5th,tiger
7688247,name_type,Ave,tiger
7688247,separated,no,tiger
7688247,zip_right,80603,tiger
7688247,name_direction_prefix,N,tiger
7689190,name,South Denver Avenue,regular
7689190,name_1,County Road 27,regular
7689190,highway,secondary,regular
7689190,cfcc,A31,tiger
7689190,county,"Weld, CO",tiger
7689190,reviewed,no,tiger
7689190,zip_left,80621,tiger
7689190,name_base,Denver,tiger
7689190,name_type,Ave,tiger
7689190,zip_right,80621,tiger
7689190,name_base_1,County Road 27,tiger
7689190,name_base_2,United States Highway 85 (Bus),tiger
7689190,name_direction_prefix,S,tiger
7690055,name,County Road 59,regular
7690055,oneway,no,regular
7690055,highway,residential,regular
7690055,surface,unpaved,regular
7690055,city,Keenesburg,addr
7690055,state,CO,addr
7690055,city,Keenesburg,is_in
7690055,cfcc,A41,tiger
7690055,state,Colorado,is_in
7690055,county,"Weld, CO",tiger
7690055,reviewed,no,tiger
7690055,name_base,County Road 59,tiger
7690055,state_code,CO,is_in
7691241,name,North Cedar Street,regular
7691241,oneway,no,regular
7691241,highway,residential,regular
7691241,surface,asphalt,regular
7691241,city,Keenesburg,addr
7691241,state,CO,addr
7691241,city,Keenesburg,is_in
7691241,cfcc,A41,tiger
7691241,state,Colorado,is_in
7691241,county,"Weld, CO",tiger
7691241,reviewed,no,tiger
7691241,zip_left,80643,tiger
7691241,name_base,Cedar,tiger
7691241,name_type,St,tiger
7691241,state_code,CO,is_in
7691241,name_direction_prefix,N,tiger
7692132,ref,CR 47,regular
7692132,name,County Road 47,regular
7692132,highway,residential,regular
7692132,cfcc,A41,tiger
7692132,county,"Weld, CO",tiger
7692132,reviewed,no,tiger
7692132,zip_left,80642,tiger
7692132,name_base,County Road 47,tiger
7693134,name,Platte Drive,regular
7693134,highway,residential,regular
7693134,cfcc,A41,tiger
7693134,tlid,188701008,tiger
7693134,county,"Weld, CO",tiger
7693134,source,tiger_import_dch_v0.6_20070809,tiger
7693134,reviewed,no,tiger
7693134,zip_left,80621,tiger
7693134,name_base,Platte,tiger
7693134,name_type,Dr,tiger
7693134,separated,no,tiger
7693134,zip_right,80621,tiger
7693859,name,Village Drive,regular
7693859,highway,residential,regular
7693859,cfcc,A41,tiger
7693859,tlid,188739104,tiger
7693859,county,"Weld, CO",tiger
7693859,source,tiger_import_dch_v0.6_20070809,tiger
7693859,reviewed,no,tiger
7693859,name_base,Village,tiger
7693859,name_type,Dr,tiger
7693859,separated,no,tiger
10379760,highway,residential,regular
10379760,cfcc,A41,tiger
10379760,tlid,130793736:130793269:130828477:130828478,tiger
10379760,county,"Douglas, CO",tiger
10379760,source,tiger_import_dch_v0.6_20070809,tiger
10379760,reviewed,no,tiger
10379760,separated,no,tiger
10379760,upload_uuid,bulk_upload.pl-c1a3122b-a4c4-4903-b8cb-aed56cefa025,tiger
10380207,highway,residential,regular
10380207,cfcc,A41,tiger
10380207,county,"Douglas, CO",tiger
10380207,reviewed,no,tiger
10380571,highway,residential,regular
10380571,cfcc,A41,tiger
10380571,tlid,130806634,tiger
10380571,county,"Douglas, CO",tiger
10380571,source,tiger_import_dch_v0.6_20070809,tiger
10380571,reviewed,no,tiger
10380571,separated,no,tiger
10380571,upload_uuid,bulk_upload.pl-c1a3122b-a4c4-4903-b8cb-aed56cefa025,tiger
10380925,highway,residential,regular
10380925,cfcc,A41,tiger
10380925,county,"Douglas, CO",tiger
10380925,reviewed,no,tiger
10381345,name,South Colorado Boulevard,regular
10381345,lanes,5,regular
10381345,highway,secondary,regular
10381345,cfcc,A35,tiger
10381345,county,"Douglas, CO",tiger
10381345,forward,2,lanes
10381345,backward,3,lanes
10381345,reviewed,no,tiger
10381345,lanes:backward,left||,turn
10381842,access,private,regular
10381842,highway,service,regular
10381842,cfcc,A74,tiger
10381842,tlid,130791897,tiger
10381842,county,"Douglas, CO",tiger
10381842,source,tiger_import_dch_v0.6_20070809,tiger
10381842,reviewed,no,tiger
10381842,upload_uuid,bulk_upload.pl-c1a3122b-a4c4-4903-b8cb-aed56cefa025,tiger
10382187,name,Bennett Drive,regular
10382187,highway,residential,regular
10382187,cfcc,A41,tiger
10382187,county,"Douglas, CO",tiger
10382187,reviewed,no,tiger
10382187,zip_left,80134,tiger
10382187,name_base,Bennett,tiger
10382187,name_type,Dr,tiger
10382187,zip_right,80134,tiger
10382361,name,Longs Peak Lane,regular
10382361,highway,residential,regular
10382361,cfcc,A41,tiger
10382361,county,"Douglas, CO",tiger
10382361,reviewed,no,tiger
10382361,zip_left,80138,tiger
10382361,name_base,Longs Peak,tiger
10382361,name_type,Ln,tiger
10382361,zip_right,80138,tiger
10382533,name,Celestine Court,regular
10382533,highway,residential,regular
10382533,cfcc,A41,tiger
10382533,tlid,130831431,tiger
10382533,county,"Douglas, CO",tiger
10382533,source,tiger_import_dch_v0.6_20070809,tiger
10382533,reviewed,no,tiger
10382533,name_base,Celestine,tiger
10382533,name_type,Ct,tiger
10382533,separated,no,tiger
10382708,name,East Ponderosa Lane,regular
10382708,highway,residential,regular
10382708,surface,unpaved,regular
10382708,cfcc,A41,tiger
10382708,county,"Douglas, CO",tiger
10382708,reviewed,no,tiger
10382708,zip_left,80138,tiger
10382708,name_base,Ponderosa,tiger
10382708,name_type,Ln,tiger
10382708,zip_right,80138,tiger
10382708,name_direction_prefix,E,tiger
10382906,name,Snow Lilly Court,regular
10382906,highway,residential,regular
10382906,cfcc,A41,tiger
10382906,tlid,130822144:130822145,tiger
10382906,county,"Douglas, CO",tiger
10382906,source,tiger_import_dch_v0.6_20070809,tiger
10382906,reviewed,no,tiger
10382906,zip_left,80108,tiger
10382906,name_base,Snow Lilly,tiger
10382906,name_type,Ct,tiger
10382906,separated,no,tiger
10382906,zip_right,80108,tiger
10383112,name,Park Drive,regular
10383112,highway,residential,regular
10383112,cfcc,A41,tiger
10383112,county,"Douglas, CO",tiger
10383112,reviewed,no,tiger
10383112,zip_left,80116,tiger
10383112,name_base,Park,tiger
10383112,name_type,Dr,tiger
10383112,zip_right,80116,tiger
10383112,name_direction_prefix,E,tiger
10383339,name,East Basswood Lane,regular
10383339,highway,residential,regular
10383339,cfcc,A41,tiger
10383339,tlid,130795077,tiger
10383339,county,"Douglas, CO",tiger
10383339,source,tiger_import_dch_v0.6_20070809,tiger
10383339,zip_left,80116,tiger
10383339,name_base,Basswood,tiger
10383339,name_type,Ln,tiger
10383339,zip_right,80116,tiger
10383339,name_direction_prefix,E,tiger
10383549,name,Squaw Tree,regular
10383549,name_1,West Squaw Tree,regular
10383549,highway,residential,regular
10383549,cfcc,A41,tiger
10383549,tlid,130799175,tiger
10383549,county,"Douglas, CO",tiger
10383549,source,tiger_import_dch_v0.6_20070809,tiger
10383549,reviewed,no,tiger
10383549,zip_left,80125,tiger
10383549,name_base,Squaw Tree,tiger
10383549,separated,no,tiger
10383549,zip_right,80125,tiger
10383549,name_base_1,Squaw Tree,tiger
10383549,name_direction_prefix_1,W,tiger
10383756,name,East Manitou Road,regular
10383756,highway,residential,regular
10383756,cfcc,A41,tiger
10383756,county,"Douglas, CO",tiger
10383756,reviewed,no,tiger
10383756,zip_left,80116,tiger
10383756,name_base,Manitou,tiger
10383756,name_type,Rd,tiger
10383756,zip_right,80116,tiger
10383756,name_direction_prefix,E,tiger
10383946,name,Garwood Street,regular
10383946,highway,residential,regular
10383946,cfcc,A41,tiger
10383946,county,"Douglas, CO",tiger
10383946,postcode,80125,addr
10384156,name,South Edinborough Way,regular
10384156,highway,residential,regular
10384156,cfcc,A41,tiger
10384156,county,"Douglas, CO",tiger
10384156,zip_left,80138,tiger
10384156,name_base,Edinborough,tiger
10384156,name_type,Way,tiger
10384156,zip_right,80138,tiger
10384156,name_direction_prefix,S,tiger
10384323,name,Travertine Place,regular
10384323,name_1,Travertine Court,regular
10384323,highway,residential,regular
10384323,cfcc,A41,tiger
10384323,tlid,130805193,tiger
10384323,county,"Douglas, CO",tiger
10384323,source,tiger_import_dch_v0.6_20070809,tiger
10384323,reviewed,no,tiger
10384323,zip_left,80134,tiger
10384323,name_base,Travertine,tiger
10384323,name_type,Pl,tiger
10384323,separated,no,tiger
10384323,zip_right,80134,tiger
10384323,name_base_1,Travertine,tiger
10384323,name_type_1,Ct,tiger
10384508,name,Cross Creek Lane,regular
10384508,highway,residential,regular
10384508,cfcc,A41,tiger
10384508,county,"Douglas, CO",tiger
10384508,reviewed,no,tiger
10384508,zip_left,80138,tiger
10384508,name_base,Cross Creek,tiger
10384508,name_type,Ln,tiger
10384508,zip_right,80138,tiger
10384744,name,South Lost Hill Drive,regular
10384744,highway,residential,regular
10384744,cfcc,A41,tiger
10384744,tlid,130830527,tiger
10384744,county,"Douglas, CO",tiger
10384744,source,tiger_import_dch_v0.6_20070809,tiger
10384744,reviewed,no,tiger
10384744,name_base,Lost Hill,tiger
10384744,name_type,Dr,tiger
10384744,separated,no,tiger
10384744,name_direction_prefix,S,tiger
10384983,name,Glacier Park Circle East,regular
10384983,highway,residential,regular
10384983,cfcc,A41,tiger
10384983,county,"Douglas, CO",tiger
10384983,reviewed,no,tiger
10384983,zip_left,80138,tiger
10384983,name_base,Glacier Park Circle East,tiger
10384983,zip_right,80138,tiger
10385184,name,Wheat Grass Circle,regular
10385184,highway,residential,regular
10385184,cfcc,A41,tiger
10385184,tlid,130802937,tiger
10385184,county,"Douglas, CO",tiger
10385184,source,tiger_import_dch_v0.6_20070809,tiger
10385184,reviewed,no,tiger
10385184,name_base,Wheat Grass,tiger
10385184,name_type,Cir,tiger
10385184,separated,no,tiger
10385438,name,East Meadow Lane,regular
10385438,highway,residential,regular
10385438,cfcc,A41,tiger
10385438,county,"Douglas, CO",tiger
10385438,reviewed,no,tiger
10385438,zip_left,80108,tiger
10385438,name_base,Meadow,tiger
10385438,name_type,Ln,tiger
10385438,zip_right,80108,tiger
10385438,name_direction_prefix,E,tiger
10385662,name,West Rosewalk Circle,regular
10385662,highway,residential,regular
10385662,cfcc,A41,tiger
10385662,tlid,130816421,tiger
10385662,county,"Douglas, CO",tiger
10385662,source,tiger_import_dch_v0.6_20070809,tiger
10385662,reviewed,no,tiger
10385662,zip_left,80129,tiger
10385662,name_base,Rosewalk,tiger
10385662,name_type,Cir,tiger
10385662,separated,no,tiger
10385662,zip_right,80129,tiger
10385662,name_direction_prefix,W,tiger
10385850,name,East Kingston Avenue,regular
10385850,highway,residential,regular
10385850,cfcc,A41,tiger
10385850,tlid,130851684,tiger
10385850,county,"Douglas, CO",tiger
10385850,source,tiger_import_dch_v0.6_20070809,tiger
10385850,reviewed,no,tiger
10385850,zip_left,80130,tiger
10385850,name_base,Kingston,tiger
10385850,name_type,Ave,tiger
10385850,separated,no,tiger
10385850,zip_right,80130,tiger
10385850,name_direction_prefix,E,tiger
10385990,name,Rocky Cliff Trail,regular
10385990,highway,residential,regular
10385990,cfcc,A41,tiger
10385990,county,"Douglas, CO",tiger
10385990,zip_left,80116,tiger
10385990,name_base,Rock Cliff,tiger
10385990,name_type,Trl,tiger
10386184,name,Northwoods Glen Drive,regular
10386184,highway,residential,regular
10386184,cfcc,A41,tiger
10386184,county,"Douglas, CO",tiger
10386184,reviewed,no,tiger
10386184,zip_left,80134,tiger
10386184,name_base,Northwoods Glen,tiger
10386184,name_type,Dr,tiger
10386184,zip_right,80134,tiger
10386354,name,Johnson Place,regular
10386354,highway,residential,regular
10386354,cfcc,A41,tiger
10386354,tlid,130796590,tiger
10386354,county,"Douglas, CO",tiger
10386354,source,tiger_import_dch_v0.6_20070809,tiger
10386354,zip_left,80104,tiger
10386354,separated,no,tiger
10386354,zip_right,80104,tiger
10386538,name,South Cougar Canyon,regular
10386538,highway,residential,regular
10386538,cfcc,A41,tiger
10386538,tlid,130819661,tiger
10386538,county,"Douglas, CO",tiger
10386538,source,tiger_import_dch_v0.6_20070809,tiger
10386538,reviewed,no,tiger
10386538,zip_left,80124,tiger
10386538,name_base,Cougar Canyon,tiger
10386538,separated,no,tiger
10386538,zip_right,80124,tiger
10386538,name_direction_prefix,S,tiger
10386757,name,Ash Avenue,regular
10386757,highway,residential,regular
10386757,cfcc,A41,tiger
10386757,tlid,130797215,tiger
10386757,county,"Douglas, CO",tiger
10386757,source,tiger_import_dch_v0.6_20070809,tiger
10386757,reviewed,no,tiger
10386757,name_base,Ash,tiger
10386757,name_type,Ave,tiger
10386757,separated,no,tiger
10386935,name,Current Way,regular
10386935,highway,residential,regular
10386935,cfcc,A41,tiger
10386935,tlid,130802878,tiger
10386935,county,"Douglas, CO",tiger
10386935,source,tiger_import_dch_v0.6_20070809,tiger
10386935,reviewed,no,tiger
10386935,zip_left,80134,tiger
10386935,name_base,Current,tiger
10386935,name_type,Way,tiger
10386935,separated,no,tiger
10386935,zip_right,80134,tiger
10386935,upload_uuid,bulk_upload.pl-c1a3122b-a4c4-4903-b8cb-aed56cefa025,tiger
10387130,name,Hampton Court,regular
10387130,highway,residential,regular
10387130,cfcc,A41,tiger
10387130,county,"Douglas, CO",tiger
10387130,reviewed,no,tiger
10387130,zip_left,80108,tiger
10387130,name_base,Hampton,tiger
10387130,name_type,Ct,tiger
10387130,zip_right,80108,tiger
10387307,name,Kahala Circle,regular
10387307,highway,residential,regular
10387307,cfcc,A41,tiger
10387307,tlid,130852115,tiger
10387307,county,"Douglas, CO",tiger
10387307,source,tiger_import_dch_v0.6_20070809,tiger
10387307,reviewed,no,tiger
10387307,zip_left,80104,tiger
10387307,name_base,Kahala,tiger
10387307,name_type,Cir,tiger
10387307,separated,no,tiger
10387307,zip_right,80104,tiger
10387485,name,North Richlawn Parkway,regular
10387485,highway,residential,regular
10387485,cfcc,A41,tiger
10387485,tlid,130794659:130852458:130852459:130794461,tiger
10387485,county,"Douglas, CO",tiger
10387485,source,tiger_import_dch_v0.6_20070809,tiger
10387485,reviewed,no,tiger
10387485,zip_left,80134,tiger
10387485,name_base,Richlawn,tiger
10387485,name_type,Pky,tiger
10387485,separated,no,tiger
10387485,zip_right,80134,tiger
10387485,name_direction_prefix,N,tiger
10387683,name,East Tuscany Court,regular
10387683,highway,residential,regular
10387683,cfcc,A41,tiger
10387683,tlid,130818890,tiger
10387683,county,"Douglas, CO",tiger
10387683,source,tiger_import_dch_v0.6_20070809,tiger
10387683,reviewed,no,tiger
10387683,zip_left,80130,tiger
10387683,name_base,Tuscany,tiger
10387683,name_type,Ct,tiger
10387683,separated,no,tiger
10387683,zip_right,80130,tiger
10387683,name_direction_prefix,E,tiger
10387900,name,Omaha Lane,regular
10387900,highway,residential,regular
10387900,cfcc,A41,tiger
10387900,county,"Douglas, CO",tiger
10387900,reviewed,no,tiger
10387900,zip_left,80138,tiger
10387900,name_base,Omaha,tiger
10387900,name_type,Ln,tiger
10387900,zip_right,80138,tiger
10388066,name,Blackbird Way,regular
10388066,highway,residential,regular
10388066,county,"Douglas, CO",tiger
10388066,name_base,Blackbird,tiger
10388066,name_type,Way,tiger
10388200,name,Brettonwood Way,regular
10388200,highway,residential,regular
10388200,cfcc,A41,tiger
10388200,county,"Douglas, CO",tiger
10388200,reviewed,no,tiger
10388200,zip_left,80129,tiger
10388200,name_base,Brettonwood,tiger
10388200,name_type,Way,tiger
10388200,zip_right,80129,tiger
10388390,name,Buffalo Court,regular
10388390,highway,residential,regular
10388390,cfcc,A41,tiger
10388390,county,"Douglas, CO",tiger
10388570,name,Fairhaven Street,regular
10388570,highway,residential,regular
10388570,cfcc,A41,tiger
10388570,county,"Douglas, CO",tiger
10388570,reviewed,no,tiger
10388570,zip_left,80104,tiger
10388570,name_base,Fairhaven,tiger
10388570,name_type,St,tiger
10388570,zip_right,80104,tiger
10388758,name,Mohawk Road,regular
10388758,access,private,regular
10388758,highway,service,regular
10388758,cfcc,A74,tiger
10388758,tlid,130828742,tiger
10388758,county,"Douglas, CO",tiger
10388758,source,tiger_import_dch_v0.6_20070809,tiger
10388758,reviewed,no,tiger
10388758,name_base,Mohawk,tiger
10388758,name_type,Rd,tiger
10388947,name,Farmingdale Court,regular
10388947,highway,residential,regular
10388947,cfcc,A41,tiger
10388947,county,"Douglas, CO",tiger
10388947,reviewed,no,tiger
10388947,zip_left,80138,tiger
10388947,name_base,Farmingdale,tiger
10388947,name_type,Ct,tiger
10388947,zip_right,80138,tiger
10389151,name,Barn Owl,regular
10389151,highway,residential,regular
10389151,cfcc,A41,tiger
10389151,county,"Douglas, CO",tiger
10389151,reviewed,no,tiger
10389151,name_base,Barn Owl,tiger
10389312,name,Lewis Street,regular
10389312,oneway,no,regular
10389312,highway,service,regular
10389312,service,driveway,regular
10389312,cfcc,A41,tiger
10389312,county,"Douglas, CO",tiger
10389312,reviewed,yes,tiger
10389312,zip_left,80104,tiger
10389312,name_base,Lewis,tiger
10389312,name_type,St,tiger
10389312,zip_right,80104,tiger
10389540,name,Kingfisher Avenue,regular
10389540,highway,residential,regular
10389540,cfcc,A41,tiger
10389540,tlid,130816693,tiger
10389540,county,"Douglas, CO",tiger
10389540,source,tiger_import_dch_v0.6_20070809,tiger
10389540,reviewed,no,tiger
10389540,name_base,Kingfisher,tiger
10389540,name_type,Ave,tiger
10389540,separated,no,tiger
11360561,foot,yes,regular
11360561,horse,no,regular
11360561,access,yes,regular
11360561,source,bing,regular
11360561,bicycle,yes,regular
11360561,highway,footway,regular
11360561,surface,concrete,regular
11360561,motor_vehicle,no,regular
16959296,name,Yarrow Street,regular
16959296,highway,residential,regular
16959296,cfcc,A41,tiger
16959296,tlid,177458308:177458310,tiger
16959296,county,"Adams, CO",tiger
16959296,source,tiger_import_dch_v0.6_20070809,tiger
16959296,reviewed,no,tiger
16959296,name_base,Yarrow,tiger
16959296,name_type,St,tiger
16959296,separated,no,tiger
16959728,railway,rail,regular
16959728,cfcc,B11,tiger
16959728,county,"Adams, CO",tiger
16959728,reviewed,no,tiger
16960111,access,private,regular
16960111,highway,service,regular
16960111,cfcc,A74,tiger
16960111,tlid,177413910,tiger
16960111,county,"Adams, CO",tiger
16960111,source,tiger_import_dch_v0.6_20070809,tiger
16960111,reviewed,no,tiger
16960111,upload_uuid,bulk_upload.pl-07671c32-b0c0-423d-8d4c-e8e5618258ca,tiger
16960565,gauge,1435,regular
16960565,usage,industrial,regular
